"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Standing Leg Curls",0,"",3,"normal",25,10,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Standing Leg Curls",0,"",4,"normal",25,10,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Standing Leg Curls",0,"",5,"normal",25,10,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Single Leg Standing Calf Raise",,"",0,"normal",,14,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Single Leg Standing Calf Raise",,"",1,"normal",,14,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Single Leg Standing Calf Raise",,"",2,"normal",,18,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Single Leg Standing Calf Raise",,"",3,"normal",,18,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Hanging Leg Raise",,"",0,"normal",,8,,,
"Legs","19 May 2025, 09:00","19 May 2025, 10:27","@elisabetsvavars","Hanging Leg Raise",,"",1,"normal",,6,,,
"run","16 May 2025, 11:33","16 May 2025, 12:06","@elisabetsvavars","Running",,"",0,"normal",,,5,1991,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Iso-Lateral Low Row",,"",0,"warmup",30,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Iso-Lateral Low Row",,"",1,"normal",70,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Iso-Lateral Low Row",,"",2,"normal",70,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Iso-Lateral Low Row",,"",3,"normal",70,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lat Pulldown (Cable)",,"",0,"warmup",42.5,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lat Pulldown (Cable)",,"",1,"normal",70,8,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lat Pulldown (Cable)",,"",2,"normal",70,8,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lat Pulldown (Cable)",,"",3,"normal",60,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",0,"normal",70,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",1,"normal",70,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Crunch (Machine)",,"",0,"normal",20,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Crunch (Machine)",,"",1,"normal",25,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",0,"normal",15.8,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",1,"normal",14.6,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Rear Delt Reverse Fly (Cable)",,"",2,"normal",15.8,8,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Preacher Curl (Barbell)",,"",0,"normal",17.5,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Preacher Curl (Barbell)",,"",1,"normal",22.5,8,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Preacher Curl (Barbell)",,"",2,"normal",22.5,5,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",0,"normal",12.5,24,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",1,"normal",25,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",2,"normal",25,8,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",0,"normal",15,12,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",1,"normal",15,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",2,"normal",15,8,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",3,"normal",10,10,,,
"Back and Bicep","17 May 2025, 09:21","17 May 2025, 10:31","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",0,"normal",15,16,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Bench Press (Barbell)",,"",1,"warmup",40,15,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Bench Press (Barbell)",,"",2,"normal",75,6,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Bench Press (Barbell)",,"",3,"normal",75,6,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Bench Press (Barbell)",,"",4,"normal",70,5,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"weird chest pain",0,"normal",55,8,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"weird chest pain",1,"normal",55,6,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"weird chest pain",2,"normal",55,8,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",0,"normal",35,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",1,"normal",35,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",2,"normal",35,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Triceps Pushdown",,"",0,"normal",28.75,11,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Triceps Pushdown",,"",1,"normal",28.75,7,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Triceps Pushdown",,"",2,"dropset",23.75,3,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Triceps Pushdown",,"",3,"normal",26.25,6,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Butterfly (Pec Deck)",,"",1,"normal",55,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Butterfly (Pec Deck)",,"",2,"normal",55,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",0,"normal",20,5,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",1,"normal",15,12,,,
"Chest and tricep","15 May 2025, 08:18","15 May 2025, 09:49","@elisabetsvavars","Lateral Raise (Dumbbell)",,"",2,"normal",15,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Squat (Barbell)",,"",0,"warmup",20,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Squat (Barbell)",,"",1,"warmup",60,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Squat (Barbell)",,"",2,"normal",100,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Squat (Barbell)",,"",3,"normal",110,6,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Squat (Barbell)",,"",4,"normal",100,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Wrist Curl",0,"",0,"normal",15,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Wrist Curl",0,"",1,"normal",15,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Wrist Curl",0,"",2,"normal",15,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Wrist Curl",0,"",3,"normal",15,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Leg Curls",0,"",0,"normal",25,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Leg Curls",0,"",1,"normal",25,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Leg Curls",0,"",2,"normal",25,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Leg Curls",0,"",3,"normal",25,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Leg Curls",0,"",4,"normal",25,9,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Standing Leg Curls",0,"",5,"normal",25,9,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Leg Extension (Machine)",,"",0,"normal",80,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Leg Extension (Machine)",,"",1,"normal",80,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Leg Extension (Machine)",,"",2,"normal",80,12,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"dumbbell single arm",0,"normal",7.5,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"dumbbell single arm",1,"normal",7.5,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"dumbbell single arm",2,"normal",7.5,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"dumbbell single arm",3,"normal",7.5,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"dumbbell single arm",4,"normal",7.5,8,,,
"Legs","14 May 2025, 10:38","14 May 2025, 11:55","@elisabetsvavars","Seated Wrist Extension (Barbell)",,"dumbbell single arm",5,"normal",7.5,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Deadlift (Barbell)",,"",0,"warmup",20,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Deadlift (Barbell)",,"",1,"warmup",60,6,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Deadlift (Barbell)",,"",2,"normal",100,3,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Deadlift (Barbell)",,"",3,"normal",120,1,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Deadlift (Barbell)",,"",4,"normal",140,1,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Iso-Lateral Low Row",,"",0,"normal",60,12,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Iso-Lateral Low Row",,"",1,"normal",65,11,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Iso-Lateral Low Row",,"",2,"normal",65,10,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Single Arm Lat Pulldown",,"",0,"normal",20,10,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Single Arm Lat Pulldown",,"",1,"normal",20,10,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Single Arm Lat Pulldown",,"",2,"normal",25,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Single Arm Lat Pulldown",,"",3,"normal",25,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Single Arm Lat Pulldown",,"",4,"normal",25,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Single Arm Lat Pulldown",,"",5,"normal",25,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",0,"normal",30,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",1,"normal",30,8,,,
"Back and Bicep (DeadLift)","12 May 2025, 08:44","12 May 2025, 09:46","@elisabetsvavars","Bicep Curl (Dumbbell)",,"",2,"normal",30,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Bench Press (Barbell)",,"tried 90 between set 1 and 2 - failed",0,"warmup",20,20,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Bench Press (Barbell)",,"tried 90 between set 1 and 2 - failed",1,"warmup",40,15,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Bench Press (Barbell)",,"tried 90 between set 1 and 2 - failed",2,"normal",70,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Bench Press (Barbell)",,"tried 90 between set 1 and 2 - failed",3,"normal",70,6,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Bench Press (Barbell)",,"tried 90 between set 1 and 2 - failed",4,"normal",70,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",0,"normal",55,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",1,"normal",55,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Incline Bench Press (Dumbbell)",,"",2,"normal",55,7,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",0,"normal",30,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",1,"normal",30,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Shoulder Press (Dumbbell)",,"",2,"normal",30,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Cable Fly Crossovers",,"top, middle, lower - cable positions",0,"normal",25,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Cable Fly Crossovers",,"top, middle, lower - cable positions",1,"normal",25,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Cable Fly Crossovers",,"top, middle, lower - cable positions",2,"normal",12.6,10,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Lateral Raise (Cable)",,"",0,"normal",5.7,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Lateral Raise (Cable)",,"",1,"normal",5.7,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Lateral Raise (Cable)",,"",2,"normal",4.75,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Lateral Raise (Cable)",,"",3,"normal",4.75,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Lateral Raise (Cable)",,"",4,"normal",4.5,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Lateral Raise (Cable)",,"",5,"normal",4.5,12,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Pushdown",,"",0,"normal",28.75,10,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Pushdown",,"",1,"normal",31.25,5,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Pushdown",,"",2,"dropset",26.25,3,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Pushdown",,"",3,"normal",28.75,7,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Extension (Dumbbell)",,"",0,"normal",7.5,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Extension (Dumbbell)",,"",1,"normal",7.5,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Extension (Dumbbell)",,"",2,"normal",7.5,8,,,
"Chest and tricep","10 May 2025, 10:58","10 May 2025, 12:38","@elisabetsvavars","Triceps Extension (Dumbbell)",,"",3,"normal",7.5,8,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Single Arm Lat Pulldown",,"",0,"normal",15,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Single Arm Lat Pulldown",,"",1,"normal",15,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Single Arm Lat Pulldown",,"",2,"normal",20,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Single Arm Lat Pulldown",,"",3,"normal",20,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Single Arm Lat Pulldown",,"",4,"normal",25,8,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Single Arm Lat Pulldown",,"",5,"normal",25,8,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Pull Up",,"",0,"normal",,4,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Pull Up",,"",1,"normal",,6,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Iso-Lateral Low Row",,"",0,"normal",60,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Iso-Lateral Low Row",,"",1,"normal",65,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Iso-Lateral Low Row",,"",2,"normal",65,10,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Lat Pulldown (Cable)",,"",0,"normal",60,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Lat Pulldown (Cable)",,"",1,"normal",60,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Lat Pulldown (Cable)",,"",2,"normal",60,10,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",0,"normal",42.5,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",1,"normal",70,8,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",2,"normal",50,15,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Seated Cable Row - Bar Wide Grip",,"",3,"normal",60,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Shrug (Cable)",,"",0,"normal",27.2,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Shrug (Cable)",,"",1,"normal",27.2,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Shrug (Cable)",,"",2,"normal",27.2,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Preacher Curl (Barbell)",,"",0,"normal",17.5,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Preacher Curl (Barbell)",,"",1,"normal",22.5,8,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Preacher Curl (Barbell)",,"",2,"normal",22.5,6,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",0,"normal",20,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",1,"normal",20,12,,,
"back and bicep","9 May 2025, 09:49","9 May 2025, 11:15","@elisabetsvavars","Hammer Curl (Dumbbell)",,"",2,"normal",25,9,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Squat (Barbell)",,"",0,"warmup",20,12,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Squat (Barbell)",,"",1,"warmup",60,12,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Squat (Barbell)",,"",2,"normal",80,8,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Squat (Barbell)",,"",3,"normal",90,8,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Squat (Barbell)",,"",4,"normal",100,8,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Seated Leg Curl (Machine)",,"",0,"normal",85,10,,,
"Legs","8 May 2025, 08:51","8 May 2025, 09:24","","Seated Leg Curl (Machine)",,"",1,"normal",85,7,,,
